"EntrezID" "Symbol" "A_1_L01_FlowCellA" "A_2_L01_FlowCellA" "A_3_L01_FlowCellA" "A_4_L01_FlowCellA" "A_5_L01_FlowCellA" "B_1_L01_FlowCellA" "B_2_L01_FlowCellA" "B_3_L01_FlowCellA" "B_4_L01_FlowCellA" "B_5_L01_FlowCellB"
"30009" "326608" "NPM1P20" 0 0 0 0 0 0 0 0 0 0
"30010" "100129237" "NPM1P21" 2 1 2 3 5 0 0 0 0 0
"30011" "4872" "NPM1P3" 0 0 0 0 0 0 0 0 0 0
"30012" "4874" "NPM1P5" 9 5 11 7 6 0 1 0 0 0
"30013" "4875" "NPM1P6" 191 211 239 315 288 43 28 35 34 27
"30014" "392428" "NPM1P9" 3 0 5 1 1 0 2 1 0 0
"30015" "10361" "NPM2" 22 13 20 28 23 273 262 283 180 158
"30016" "10360" "NPM3" 198 158 206 184 177 34 22 27 22 14
"30017" "255743" "NPNT" 46 45 43 57 52 27 31 31 29 22
"30018" "4878" "NPPA" 1 0 2 2 0 4 6 3 2 2
"30019" "4879" "NPPB" 5 7 3 3 3 0 0 3 0 1
"30020" "4880" "NPPC" 4 5 6 11 8 16 23 15 9 9
"30021" "4881" "NPR1" 85 69 71 98 71 16 13 13 7 4
"30022" "4882" "NPR2" 42 47 67 70 53 165 163 174 149 94
"30023" "4883" "NPR3" 7 6 6 7 11 0 0 1 1 1
"30024" "10641" "NPRL2" 125 97 126 134 110 120 139 151 101 106
"30025" "8131" "NPRL3" 229 217 220 224 204 196 179 179 121 95
"30026" "594857" "NPS" 0 0 0 0 0 0 0 0 0 0
"30027" "387129" "NPSR1" 0 0 0 0 0 2 0 2 0 0
"30028" "27020" "NPTN" 337 280 366 448 395 1532 1495 1678 1308 1123
"30029" "4884" "NPTX1" 467 440 515 610 475 3572 3524 3552 2802 2031
"30030" "4885" "NPTX2" 43 46 50 58 46 234 242 255 198 137
"30031" "23467" "NPTXR" 139 120 183 169 137 1896 1811 1857 1439 1106
"30032" "64111" "NPVF" 0 0 0 0 0 0 0 0 0 0
"30033" "283869" "NPW" 29 20 22 27 18 4 0 2 0 1
"30034" "4852" "NPY" 0 0 4 1 3 89 85 81 63 55
"30035" "4886" "NPY1R" 26 14 22 33 23 38 43 57 44 46
"30036" "4887" "NPY2R" 0 0 0 0 0 11 10 18 7 10
"30037" "4889" "NPY5R" 1 0 0 0 1 5 13 14 4 5
"30038" "4888" "NPY6R" 3 0 2 0 3 2 5 1 1 3
"30039" "1728" "NQO1" 1183 1042 1297 1478 1244 111 79 103 75 51
"30040" "190" "NR0B1" 5 8 4 12 10 7 0 2 1 3
"30041" "8431" "NR0B2" 43 33 46 62 42 0 0 0 0 0
"30042" "9572" "NR1D1" 135 97 105 134 98 556 532 505 422 287
"30043" "9975" "NR1D2" 158 153 196 213 237 683 678 822 608 584
"30044" "7376" "NR1H2" 319 266 335 377 295 450 451 380 302 235
"30045" "10062" "NR1H3" 68 67 88 88 85 44 37 56 44 22
"30046" "9971" "NR1H4" 25 12 34 26 24 0 0 0 0 0
"30048" "8856" "NR1I2" 8 10 6 7 9 2 3 2 0 0
"30049" "9970" "NR1I3" 1 0 1 2 2 4 4 4 6 2
"30050" "7181" "NR2C1" 161 127 190 225 195 179 180 176 144 125
"30051" "7182" "NR2C2" 66 66 81 100 69 104 111 76 93 60
"30052" "126382" "NR2C2AP" 57 57 77 90 56 22 23 17 19 9
"30053" "7101" "NR2E1" 19 17 20 18 13 45 34 71 36 26
"30054" "10002" "NR2E3" 3 2 1 2 2 2 2 1 1 1
"30055" "7025" "NR2F1" 92 73 71 101 65 213 190 188 162 113
"30056" "7026" "NR2F2" 457 368 445 564 393 154 120 114 87 77
"30057" "2908" "NR3C1" 325 277 387 463 392 424 427 502 351 307
"30058" "4306" "NR3C2" 2 3 3 4 5 198 185 215 192 123
"30059" "3164" "NR4A1" 502 436 490 559 474 279 287 299 193 174
"30060" "4929" "NR4A2" 53 38 53 63 68 178 170 177 141 108
"30061" "8013" "NR4A3" 30 20 36 58 25 62 43 53 52 28
"30062" "2516" "NR5A1" 54 51 62 61 42 3 0 0 0 1
"30063" "2494" "NR5A2" 8 5 5 9 4 2 0 1 1 0
"30064" "2649" "NR6A1" 171 145 189 218 193 28 27 25 23 22
"30065" "100129354" "NRADDP" 1 4 4 2 2 1 2 1 0 0
"30066" "4892" "NRAP" 1 0 1 0 0 6 3 1 0 2
"30067" "441478" "NRARP" 72 63 73 92 73 57 57 60 54 32
"30068" "29982" "NRBF2" 76 70 87 108 106 61 91 96 53 54
"30069" "29959" "NRBP1" 529 387 523 624 487 401 449 434 338 251
"30070" "340371" "NRBP2" 299 244 261 319 248 916 873 907 679 525
"30071" "4897" "NRCAM" 120 95 161 160 137 1909 1927 2241 1604 1382
"30072" "4898" "NRD1" 756 706 851 975 897 504 471 619 480 345
"30073" "4899" "NRF1" 113 98 114 152 127 132 97 119 86 76
"30074" "3084" "NRG1" 51 29 40 47 51 57 65 60 55 32
"30075" "9542" "NRG2" 9 9 13 12 10 77 77 74 58 40
"30076" "10718" "NRG3" 0 0 1 2 0 115 157 137 112 97
"30077" "145957" "NRG4" 15 19 36 26 27 39 30 47 34 37
"30078" "4900" "NRGN" 13 12 10 10 10 1002 905 1010 757 501
"30079" "8204" "NRIP1" 161 129 186 215 213 180 215 246 176 193
"30080" "83714" "NRIP2" 3 1 0 1 2 42 47 57 35 31
"30081" "56675" "NRIP3" 53 52 65 74 88 431 443 481 378 255
"30082" "203447" "NRK" 6 7 5 7 6 60 82 80 61 62
"30083" "4901" "NRL" 13 7 4 9 8 10 14 11 5 6
"30084" "11270" "NRM" 158 165 194 189 196 21 20 16 9 5
"30085" "51299" "NRN1" 298 235 257 356 289 972 944 1060 833 657
"30086" "8829" "NRP1" 140 138 146 163 124 69 67 71 50 36
"30087" "8828" "NRP2" 313 245 304 364 300 95 101 118 84 61
"30088" "140767" "NRSN1" 0 0 0 1 0 456 450 475 354 314
"30089" "80023" "NRSN2" 259 228 272 336 236 829 817 849 686 480
"30090" "4902" "NRTN" 22 11 17 24 10 1 0 1 0 0
"30091" "9378" "NRXN1" 4 6 6 2 11 1348 1233 1450 1189 974
"30092" "9379" "NRXN2" 35 24 26 30 16 2639 2553 2531 1905 1315
"30093" "9369" "NRXN3" 5 1 1 4 6 1135 1132 1279 928 837
"30094" "171391" "NS3BP" 100 84 94 119 86 114 98 111 76 48
"30095" "10412" "NSA2" 244 229 281 315 344 109 122 129 99 87
"30096" "100131275" "NSAP11" 0 0 0 0 1 0 0 0 0 0
"30097" "64324" "NSD1" 421 356 467 534 446 494 514 538 418 335
"30098" "50814" "NSDHL" 151 131 149 162 136 73 100 82 75 56
"30099" "4905" "NSF" 218 192 248 265 229 1826 1745 2020 1584 1251
"30100" "25936" "NSL1" 190 139 198 234 208 149 149 158 119 106
"30101" "8439" "NSMAF" 253 185 254 261 254 131 101 140 113 90
"30102" "197370" "NSMCE1" 180 174 210 234 156 133 129 125 98 74
"30103" "286053" "NSMCE2" 91 86 73 111 100 20 34 36 38 27
"30104" "54780" "NSMCE4A" 168 157 200 241 191 112 96 104 74 52
"30105" "54888" "NSUN2" 656 555 661 860 743 202 178 169 137 126
"30106" "63899" "NSUN3" 116 103 114 133 129 61 61 67 41 50
"30108" "55695" "NSUN5" 220 183 223 244 192 115 96 106 66 55
"30109" "221078" "NSUN6" 57 50 59 73 66 65 87 64 78 59
"30110" "79730" "NSUN7" 17 23 20 16 22 5 0 1 3 0
"30111" "30833" "NT5C" 37 40 59 61 54 18 22 22 16 14
"30112" "84618" "NT5C1A" 0 0 0 2 0 20 17 17 9 14
"30114" "22978" "NT5C2" 281 246 307 359 305 345 330 390 290 254
"30115" "51251" "NT5C3" 133 131 174 188 182 61 66 63 45 47
"30117" "90859" "NT5C3P1" 33 41 48 64 63 18 14 18 15 6
"30118" "326609" "NT5CP1" 0 0 1 0 1 0 0 1 0 0
"30119" "221294" "NT5DC1" 96 74 103 106 102 113 84 105 69 79
"30120" "64943" "NT5DC2" 745 591 752 826 600 136 168 194 112 82
"30121" "51559" "NT5DC3" 124 145 167 170 166 216 222 213 156 133
"30122" "284958" "NT5DC4" 5 3 8 8 6 2 0 0 0 0
"30123" "4907" "NT5E" 684 586 816 942 802 76 77 89 63 51
"30124" "56953" "NT5M" 52 49 61 78 36 73 81 62 57 28
"30125" "123803" "NTAN1" 106 96 101 120 87 70 49 53 41 27
"30126" "4908" "NTF3" 10 5 12 7 5 16 10 11 2 6
"30128" "4910" "NTF6A" 0 0 0 0 0 0 0 0 0 0
"30129" "4911" "NTF6B" 0 0 0 0 0 0 0 0 0 0
"30130" "4913" "NTHL1" 120 96 102 144 71 70 71 71 64 46
"30131" "50863" "NTM" 6 10 9 6 7 791 856 896 639 539
"30132" "9423" "NTN1" 24 18 22 27 26 76 77 57 64 36
"30133" "4917" "NTN3" 4 5 1 3 2 1 0 3 2 4
"30134" "59277" "NTN4" 176 134 157 191 165 117 109 116 94 79
"30135" "126147" "NTN5" 5 6 7 10 5 14 19 12 16 7
"30136" "22854" "NTNG1" 46 36 38 46 47 94 89 106 64 50
"30137" "84628" "NTNG2" 13 11 15 9 8 247 242 229 195 121
"30138" "4914" "NTRK1" 26 22 23 31 16 3 6 4 7 2
"30139" "4915" "NTRK2" 2 0 0 1 2 2360 2358 2592 1898 1651
"30140" "4916" "NTRK3" 2 2 4 5 2 281 251 299 221 175
"30141" "4922" "NTS" 388 334 441 478 517 5 1 10 2 0
"30142" "4923" "NTSR1" 19 19 21 24 22 5 8 5 5 1
"30143" "23620" "NTSR2" 0 0 0 2 0 105 94 90 71 54
"30144" "9891" "NUAK1" 58 52 54 71 51 865 779 958 647 551
"30145" "81788" "NUAK2" 52 39 44 73 47 37 40 40 28 24
"30146" "51667" "NUB1" 140 99 159 187 168 96 97 100 90 74
"30149" "4682" "NUBP1" 51 69 73 77 67 34 36 28 30 21
"30150" "10101" "NUBP2" 398 294 339 384 272 229 231 238 169 114
"30151" "80224" "NUBPL" 72 65 78 97 100 39 31 49 31 27
"30152" "4924" "NUCB1" 835 693 810 912 767 679 669 644 521 359
"30153" "4925" "NUCB2" 314 248 372 463 414 127 125 145 112 92
"30159" "64710" "NUCKS1" 2365 1983 2505 3093 2889 2245 2069 2288 1876 1611
"30160" "10726" "NUDC" 693 547 699 713 678 570 515 556 439 337
"30161" "84955" "NUDCD1" 146 137 175 188 182 56 58 77 54 46
"30162" "134492" "NUDCD2" 164 161 187 236 231 100 106 121 102 84
"30163" "23386" "NUDCD3" 499 437 521 561 465 1326 1245 1323 990 740
"30164" "10790" "NUDCP1" 3 0 1 3 2 0 2 0 2 0
"30165" "10789" "NUDCP2" 39 31 48 55 53 27 29 41 22 25
"30169" "4521" "NUDT1" 112 84 91 113 81 23 12 25 21 11
"30170" "170685" "NUDT10" 18 12 15 17 15 78 91 98 76 48
"30171" "55190" "NUDT11" 38 28 61 56 50 130 134 155 123 95
"30172" "83594" "NUDT12" 50 51 62 67 64 68 74 83 76 78
"30173" "25961" "NUDT13" 21 19 31 36 25 10 7 10 7 8
"30175" "55270" "NUDT15" 108 92 123 138 136 40 55 69 42 35
"30176" "131870" "NUDT16" 138 102 166 173 133 449 456 473 417 294
"30177" "84309" "NUDT16L1" 125 97 102 133 109 174 203 174 122 78
"30178" "152195" "NUDT16P1" 10 3 5 11 6 9 5 7 10 5
"30179" "200035" "NUDT17" 19 18 18 23 26 19 24 26 21 15
"30180" "79873" "NUDT18" 49 33 39 58 32 52 44 39 32 35
"30181" "390916" "NUDT19" 90 75 95 93 93 46 32 45 25 23
"30182" "318" "NUDT2" 73 46 55 80 76 65 72 72 57 47
"30183" "11051" "NUDT21" 754 593 855 946 903 654 680 722 614 499
"30185" "11163" "NUDT4" 311 276 329 401 334 412 412 483 377 308
"30186" "440672" "NUDT4P1" 108 96 121 134 115 121 127 127 109 87
"30187" "11164" "NUDT5" 210 209 248 274 238 83 82 88 58 58
"30188" "11162" "NUDT6" 12 15 15 27 33 19 17 20 29 10
"30189" "283927" "NUDT7" 6 9 9 8 7 6 1 5 6 6
"30190" "254552" "NUDT8" 76 65 60 72 63 17 24 22 16 8
"30191" "53343" "NUDT9" 78 75 99 112 101 164 151 225 139 118
"30192" "119369" "NUDT9P1" 1 2 4 3 1 4 3 1 2 4
"30193" "83540" "NUF2" 161 185 231 274 254 3 5 2 4 3
"30197" "26747" "NUFIP1" 56 45 53 57 66 33 36 50 37 32
"30198" "89761" "NUFIP1P" 9 11 16 20 18 4 4 5 4 5
"30199" "57532" "NUFIP2" 690 556 803 887 846 567 574 586 462 384
"30252" "4926" "NUMA1" 679 560 659 747 573 852 750 796 662 458
"30256" "8650" "NUMB" 328 291 386 481 379 290 310 332 250 214
"30257" "9253" "NUMBL" 156 153 173 192 132 420 404 429 295 210
"30288" "57122" "NUP107" 323 284 368 413 422 62 58 62 53 43
"30289" "55746" "NUP133" 378 320 402 508 385 269 291 258 219 205
"30290" "9972" "NUP153" 582 479 571 660 579 257 240 295 199 177
"30291" "9631" "NUP155" 402 375 459 495 471 78 72 77 65 56
"30292" "23279" "NUP160" 509 424 621 688 668 129 107 159 104 80
"30293" "23165" "NUP205" 756 720 843 963 892 189 148 191 149 114
"30294" "23225" "NUP210" 1021 818 1035 1171 842 175 187 171 147 96
"30295" "91181" "NUP210L" 8 5 11 8 9 4 2 1 2 2
"30296" "8021" "NUP214" 849 680 843 978 795 287 283 338 215 188
"30297" "129401" "NUP35" 94 71 95 112 80 35 33 50 34 22
"30298" "79023" "NUP37" 130 98 150 146 136 9 15 13 10 9
"30299" "348995" "NUP43" 298 265 350 370 339 89 101 96 77 61
"30300" "10762" "NUP50" 349 305 386 441 412 191 222 232 225 177
"30301" "145375" "NUP50P1" 0 0 0 0 0 0 0 0 0 0
"30302" "266785" "NUP50P2" 24 19 32 35 32 16 16 18 15 21
"30303" "266786" "NUP50P3" 5 1 2 3 2 1 0 2 1 1
"30304" "53371" "NUP54" 210 192 239 276 266 95 103 131 89 92
"30305" "54830" "NUP62CL" 25 32 30 34 29 0 0 1 2 1
"30306" "79902" "NUP85" 352 289 365 377 336 177 151 148 125 108
"30307" "4927" "NUP88" 225 165 198 269 223 103 75 75 77 52
"30308" "9688" "NUP93" 542 465 528 578 606 158 180 201 160 113
"30309" "4928" "NUP98" 651 579 738 829 681 279 282 273 243 189
"30312" "9818" "NUPL1" 404 337 517 560 476 248 267 269 234 178
"30313" "11097" "NUPL2" 180 151 244 257 241 144 179 173 140 119
"30319" "26471" "NUPR1" 81 68 93 111 79 129 155 105 98 71
"30342" "116150" "NUS1" 203 149 222 232 246 117 116 149 116 110
"30343" "729148" "NUS1P1" 60 37 78 79 68 37 43 46 29 31
"30344" "646208" "NUS1P2" 6 1 3 6 1 26 24 24 17 22
"30345" "11049" "NUS1P3" 0 0 1 0 0 0 0 0 0 0
"30346" "100130167" "NUS1P4" 0 0 0 0 0 0 0 0 0 0
"30348" "51203" "NUSAP1" 666 559 772 810 713 4 10 7 3 5
"30395" "10204" "NUTF2" 436 384 465 554 472 299 302 301 230 149
"30396" "326613" "NUTF2P2" 0 0 0 0 0 0 0 0 0 0
"30422" "4931" "NVL" 130 147 156 211 180 63 67 56 56 43
"30423" "284434" "NWD1" 3 0 2 5 2 79 69 81 52 44
"30425" "56001" "NXF2" 4 3 1 3 0 3 0 1 0 0
"30426" "728343" "NXF2B" 0 1 0 2 1 0 0 0 1 0
"30427" "55999" "NXF4" 0 0 0 1 1 0 0 4 0 0
"30428" "55998" "NXF5" 0 1 0 1 0 0 3 3 0 5
"30429" "64359" "NXN" 136 111 143 141 119 94 71 73 62 48
"30430" "115861" "NXNL1" 6 11 3 8 9 15 19 17 11 8
"30431" "158046" "NXNL2" 14 12 11 15 5 2 2 2 4 2
"30432" "30010" "NXPH1" 0 0 0 3 2 78 91 93 61 65
"30433" "11249" "NXPH2" 1 0 1 0 0 26 32 24 31 23
"30434" "11248" "NXPH3" 4 8 2 6 1 439 364 394 282 213
"30435" "11247" "NXPH4" 135 142 134 162 123 68 67 60 35 36
"30436" "29107" "NXT1" 104 97 108 99 107 31 19 22 30 14
"30437" "55916" "NXT2" 39 48 63 80 68 23 36 23 22 17
"30489" "57523" "NYNRIN" 53 49 60 68 51 265 287 326 210 173
"30528" "60506" "NYX" 2 2 0 3 1 0 0 0 0 0
"30532" "220323" "OAF" 307 247 287 356 215 118 115 92 65 37
"30533" "4938" "OAS1" 54 40 49 60 63 19 22 16 8 10
"30534" "4939" "OAS2" 40 45 43 44 41 26 25 44 22 22
"30535" "4940" "OAS3" 207 170 193 237 183 72 56 76 56 37
"30536" "8638" "OASL" 5 4 6 9 6 7 3 5 2 2
"30537" "4942" "OAT" 361 263 428 469 418 668 683 788 625 506
"30539" "4947" "OAZ2" 348 318 415 409 394 575 587 616 494 407
"30540" "51686" "OAZ3" 3 1 5 4 1 10 9 10 8 6
"30541" "79991" "OBFC1" 63 71 79 95 68 100 105 119 66 66
"30544" "29991" "OBP2A" 0 0 2 2 1 1 0 1 0 1
"30545" "29989" "OBP2B" 0 0 0 0 0 0 0 0 0 0
"30546" "84033" "OBSCN" 331 242 280 318 244 535 527 546 391 267
"30547" "23363" "OBSL1" 1004 788 841 1049 771 721 707 648 545 391
"30548" "729330" "OC90" 0 1 1 4 0 0 0 0 1 0
"30549" "4948" "OCA2" 40 40 47 54 43 15 14 14 8 9
"30550" "79629" "OCEL1" 110 65 106 116 78 90 67 100 58 52
"30551" "54940" "OCIAD1" 442 378 482 559 517 878 870 944 784 679
"30552" "132299" "OCIAD2" 59 58 49 80 69 59 57 60 72 37
"30553" "10896" "OCLM" 9 6 9 8 12 6 2 4 3 2
"30554" "100506658" "OCLN" 33 29 39 53 44 22 15 17 21 9
"30555" "654231" "OCM" 0 1 0 0 1 1 0 4 1 1
"30556" "4951" "OCM2" 0 0 0 0 0 0 0 0 0 0
"30557" "4952" "OCRL" 225 201 276 317 225 357 365 387 294 252
"30558" "54959" "ODAM" 5 1 9 7 4 1 0 0 0 1
"30559" "4953" "ODC1" 986 857 1018 1209 1001 174 160 153 123 103
"30560" "4956" "ODF1" 0 0 0 0 0 1 1 1 0 0
"30561" "4957" "ODF2" 430 322 423 514 391 233 238 248 178 131
"30562" "57489" "ODF2L" 75 82 79 118 112 128 162 152 116 109
"30563" "113746" "ODF3" 1 0 0 0 0 2 1 0 0 0
"30565" "161753" "ODF3L1" 3 1 5 1 1 0 0 0 0 0
"30566" "284451" "ODF3L2" 0 1 1 3 0 2 1 1 2 1
"30567" "146852" "ODF4" 0 0 0 0 0 0 0 0 0 0
"30572" "266553" "OFCC1" 1 0 1 0 0 0 0 1 0 0
"30573" "386694" "OFD1P10Y" 0 0 0 0 0 0 0 0 0 0
"30574" "23738" "OFD1P17" 1 3 1 4 3 0 1 3 2 0
"30575" "386687" "OFD1P3Y" 0 0 0 0 0 0 0 0 0 0
"30578" "386692" "OFD1P8Y" 0 0 0 0 0 0 0 0 0 0
"30579" "386693" "OFD1P9Y" 0 0 0 0 0 0 0 0 0 0
"30580" "4967" "OGDH" 690 591 729 843 726 904 835 841 643 507
"30581" "55753" "OGDHL" 71 51 61 66 43 635 623 697 489 367
"30582" "55239" "OGFOD1" 280 199 251 294 243 145 146 175 116 109
"30584" "11054" "OGFR" 479 341 489 514 356 401 335 361 301 213
"30585" "79627" "OGFRL1" 113 98 118 139 135 526 524 697 481 492
"30586" "4968" "OGG1" 104 79 95 111 69 94 93 92 58 38
"30587" "4969" "OGN" 12 5 15 13 25 32 26 46 28 24
"30588" "8473" "OGT" 1790 1546 2050 2295 2020 1397 1362 1466 1134 985
"30589" "11339" "OIP5" 51 44 46 47 53 1 3 2 3 1
"30590" "170392" "OIT3" 1 0 0 2 0 0 0 0 0 0
"30591" "29789" "OLA1" 368 327 436 473 399 340 353 388 262 266
"30592" "55301" "OLAH" 2 0 6 0 1 0 0 2 1 0
"30593" "10439" "OLFM1" 80 64 74 84 61 2914 2891 2895 2229 1651
"30594" "93145" "OLFM2" 45 46 53 54 46 481 464 496 403 243
"30595" "118427" "OLFM3" 0 0 1 0 0 247 280 296 227 192
"30596" "10562" "OLFM4" 0 0 0 0 0 4 9 5 1 2
"30597" "283298" "OLFML1" 2 2 5 4 3 9 10 6 8 6
"30598" "169611" "OLFML2A" 98 66 103 84 87 34 29 20 25 16
"30599" "25903" "OLFML2B" 25 22 20 28 17 26 24 27 21 11
"30600" "56944" "OLFML3" 119 107 152 156 130 32 38 31 20 8
"30601" "116448" "OLIG1" 19 24 15 12 14 554 516 516 418 281
"30602" "10215" "OLIG2" 6 9 7 11 6 289 306 302 220 164
"30603" "167826" "OLIG3" 0 1 1 0 0 0 0 0 0 0
"30604" "4973" "OLR1" 43 27 35 46 36 34 35 35 34 34
"30605" "115209" "OMA1" 59 63 75 76 91 37 39 37 44 26
"30606" "4958" "OMD" 1 2 2 0 1 21 23 14 15 13
"30607" "4974" "OMG" 1 1 1 0 1 118 125 130 100 105
"30608" "4975" "OMP" 0 0 0 0 0 0 0 0 0 0
"30609" "3175" "ONECUT1" 7 11 13 14 10 1 1 0 0 1
"30610" "9480" "ONECUT2" 100 102 110 135 122 28 26 36 22 26
"30611" "390874" "ONECUT3" 0 0 0 1 0 0 0 0 0 0
"30612" "441161" "OOEP" 4 2 1 3 1 1 0 0 1 0
"30613" "4976" "OPA1" 423 384 494 514 481 622 639 707 539 517
"30614" "93377" "OPALIN" 0 1 0 0 2 632 671 741 535 493
"30615" "4978" "OPCML" 1 1 1 1 1 1013 930 1081 820 684
"30616" "4983" "OPHN1" 98 87 125 116 116 146 169 186 147 113
"30618" "26873" "OPLAH" 147 96 114 137 98 97 87 98 79 49
"30619" "5956" "OPN1LW" 0 0 0 0 0 0 0 0 0 0
"30620" "2652" "OPN1MW" 0 0 0 0 0 0 0 0 0 0
"30621" "728458" "OPN1MW2" 0 0 0 0 0 0 0 0 0 0
"30622" "611" "OPN1SW" 76 72 77 99 77 36 22 22 34 22
"30625" "221391" "OPN5" 2 0 1 0 3 4 4 6 2 3
"30626" "4985" "OPRD1" 0 0 0 0 0 4 5 3 4 1
"30627" "4986" "OPRK1" 4 2 2 4 0 41 20 44 20 16
"30628" "4987" "OPRL1" 20 19 22 27 23 132 138 121 106 70
"30629" "4988" "OPRM1" 0 0 0 0 0 16 15 8 23 10
"30630" "26254" "OPTC" 0 0 2 1 2 0 0 0 0 0
"30631" "10133" "OPTN" 208 170 216 301 266 822 787 831 667 545
"30632" "341276" "OR10A2" 0 0 0 1 0 0 0 0 0 0
"30633" "26496" "OR10A3" 0 0 0 0 0 0 0 0 0 0
"30634" "283297" "OR10A4" 0 0 0 0 0 0 0 1 0 0
"30635" "144124" "OR10A5" 0 0 0 0 0 0 0 0 0 0
"30636" "390093" "OR10A6" 0 0 0 0 0 0 0 0 0 0
"30637" "121364" "OR10A7" 0 0 0 0 0 0 0 0 0 0
"30638" "390091" "OR10AB1P" 0 0 0 0 0 2 1 2 1 3
"30639" "121275" "OR10AD1" 0 0 0 0 0 0 1 3 0 1
"30640" "282770" "OR10AG1" 0 0 0 0 0 0 0 0 0 0
"30641" "442194" "OR10C1" 0 0 0 0 0 0 0 0 0 0
"30642" "26541" "OR10D1P" 0 0 0 0 0 0 0 0 0 0
"30643" "26497" "OR10D3" 0 0 0 0 0 0 0 0 0 0
"30644" "26534" "OR10G2" 0 0 0 0 0 0 0 0 0 0
"30645" "26533" "OR10G3" 0 0 0 0 0 0 0 0 0 0
"30646" "390264" "OR10G4" 0 0 0 0 0 0 0 0 0 0
"30647" "390265" "OR10G7" 0 0 0 0 0 0 0 0 0 0
"30648" "219869" "OR10G8" 0 0 0 0 0 0 0 0 0 0
"30649" "219870" "OR10G9" 0 0 0 0 0 0 0 0 0 0
"30650" "26539" "OR10H1" 0 0 0 0 0 0 0 0 0 0
"30651" "26538" "OR10H2" 0 0 0 0 0 0 0 0 0 0
"30652" "26532" "OR10H3" 0 0 0 0 0 0 0 0 0 0
"30653" "126541" "OR10H4" 0 0 0 0 0 0 0 0 0 0
"30654" "284433" "OR10H5" 1 0 0 0 0 0 0 0 0 0
"30655" "26476" "OR10J1" 0 0 0 0 0 0 0 0 0 0
"30656" "441911" "OR10J3" 0 0 0 0 0 0 0 0 0 0
"30657" "127385" "OR10J5" 0 0 0 0 0 0 0 0 0 0
"30658" "401973" "OR10J6P" 0 0 0 0 0 0 0 0 0 0
"30659" "391109" "OR10K1" 0 0 0 0 0 0 0 0 0 0
"30660" "391107" "OR10K2" 0 0 0 0 0 0 0 0 0 0
"30661" "121130" "OR10P1" 0 0 0 0 0 0 0 0 0 0
"30662" "219960" "OR10Q1" 0 0 0 0 0 0 0 0 0 0
"30663" "343406" "OR10R2" 0 0 0 0 0 0 0 0 0 0
"30664" "391110" "OR10R3P" 0 0 0 0 0 0 0 0 0 0
"30665" "219873" "OR10S1" 0 0 0 0 0 0 0 0 0 0
"30666" "79514" "OR10T1P" 1 1 0 0 1 0 0 0 0 0
"30667" "128360" "OR10T2" 0 0 0 0 0 0 0 0 0 0
"30668" "390201" "OR10V1" 0 0 0 0 0 0 0 0 0 0
"30669" "81341" "OR10W1" 0 0 0 0 0 0 0 0 0 0
"30670" "128367" "OR10X1" 0 0 0 0 0 0 0 0 0 0
"30672" "128368" "OR10Z1" 0 0 0 0 0 0 0 0 0 0
"30674" "390439" "OR11G2" 0 0 0 0 0 0 0 0 0 0
"30675" "81061" "OR11H1" 0 0 0 0 0 0 0 0 0 0
"30676" "440153" "OR11H12" 0 0 0 0 1 0 0 0 0 0
"30677" "390442" "OR11H4" 0 0 0 0 0 0 0 0 0 0
"30678" "122748" "OR11H6" 0 0 0 0 0 0 0 0 0 0
"30680" "81110" "OR11J2P" 0 0 0 0 0 0 0 0 0 0
"30681" "403226" "OR11J5P" 0 0 0 0 0 0 0 0 0 0
"30682" "100288112" "OR11J7P" 0 0 0 0 0 0 0 0 0 0
"30683" "81109" "OR11K1P" 0 0 0 0 0 0 0 0 0 0
"30684" "401742" "OR11K2P" 0 0 0 0 0 0 0 0 0 0
"30685" "391189" "OR11L1" 0 0 0 0 0 0 0 0 0 0
"30686" "26529" "OR12D2" 0 0 0 0 0 0 0 0 0 0
"30687" "81797" "OR12D3" 0 0 0 0 0 0 0 0 0 0
"30688" "79290" "OR13A1" 0 0 0 0 0 2 0 0 2 0
"30689" "392376" "OR13C2" 0 0 0 0 0 0 0 0 0 0
"30690" "138803" "OR13C3" 0 0 0 0 0 0 0 1 0 0
"30691" "138804" "OR13C4" 0 0 0 0 0 0 0 0 0 0
"30692" "138799" "OR13C5" 0 0 0 0 0 0 0 1 0 0
"30693" "138802" "OR13C8" 0 0 0 0 0 0 0 0 0 0
"30694" "286362" "OR13C9" 0 0 0 0 0 0 0 0 0 0
"30695" "286365" "OR13D1" 0 0 0 0 0 0 0 0 0 0
"30696" "138805" "OR13F1" 0 0 0 0 0 0 0 0 0 0
"30697" "441933" "OR13G1" 0 0 0 0 0 0 0 0 0 0
"30698" "347468" "OR13H1" 0 0 0 0 0 0 0 0 0 0
"30699" "392309" "OR13J1" 0 0 1 0 0 3 1 3 1 2
"30700" "284532" "OR14A16" 0 0 0 0 0 0 0 0 0 0
"30702" "127066" "OR14C36" 0 0 0 0 0 0 0 1 0 0
"30703" "401994" "OR14I1" 0 0 0 0 0 9 8 3 9 5
"30704" "442191" "OR14J1" 0 0 0 0 0 0 0 0 0 0
"30705" "8383" "OR1A1" 0 0 0 0 0 0 0 0 0 0
"30706" "26189" "OR1A2" 0 0 0 0 0 0 0 0 0 0
"30707" "347169" "OR1B1" 0 0 0 0 0 0 0 0 0 0
"30708" "26188" "OR1C1" 0 0 0 0 0 0 0 0 0 0
